
x, 0 y, 1 vx, 1.8
x, 0 y, 2 vx, 3.2
x, 0 y, 3 vx, 4.2
x, 0 y, 4 vx, 4.8
x, 0 y, 5 vx, 5.0
x, 0 y, 6 vx, 4.8
x, 0 y, 7 vx, 4.2
x, 0 y, 8 vx, 3.2
x, 0 y, 9 vx, 1.8
